Order_ID,Customer_Name,Category,Product,Region,Order_Date,Quantity,Price,Discount_%,Sales,Profit
ORD00294,William Gomez,Fashion,Jeans,East,2024-06-21,4,784,15,3136,630.62
ORD00295,Danielle Erickson,Fashion,Jacket,West,2024-04-11,5,976,20,4880,1448.71
ORD00296,Dr. Carrie Taylor,Sports,Dumbbells,West,2024-09-21,3,831,5,2493,517.86
ORD00297,Sara Rogers,Electronics,Smartwatch,North,2024-01-03,5,746,15,3730,397.09
ORD00298,Lawrence Russell,Electronics,Smartwatch,North,2024-06-24,1,247,10,247,52.12
ORD00299,Jessica Barrett,Home & Kitchen,Cookware,South,2024-10-06,5,789,5,3945,359.88
ORD00300,Shirley Robinson,Sports,Cricket Bat,South,2025-04-21,3,131,10,393,69.83
ORD00301,Catherine Jackson,Home & Kitchen,Mixer,South,2025-03-13,4,189,5,756,87.95
ORD00302,Kayla Green,Home & Kitchen,Mixer,North,2024-10-04,5,777,5,3885,979.71
ORD00303,Alex Davis,Sports,Dumbbells,North,2024-10-30,5,223,0,1115,135.29
ORD00304,Kelly Gregory,Sports,Dumbbells,North,2024-08-27,5,267,20,1335,179.16
ORD00305,Erica Bradshaw,Fashion,Shoes,South,2024-01-25,2,533,10,1066,251.62
ORD00306,Charles Cox,Sports,Yoga Mat,North,2025-04-05,5,408,0,2040,366.25
ORD00307,Kathleen Watson,Beauty,Moisturizer,North,2024-05-11,2,533,0,1066,60.52
ORD00308,Michael Richards,Home & Kitchen,Table Lamp,North,2025-02-05,2,796,10,1592,190.98
ORD00309,Dennis Copeland,Beauty,Lipstick,West,2024-07-18,1,393,5,393,66.51
ORD00310,Linda Owens,Fashion,Jacket,West,2025-01-01,5,510,5,2550,483.69
ORD00311,Chad French,Fashion,Shoes,North,2024-03-24,4,747,10,2988,567.83
ORD00312,Christina Rhodes,Home & Kitchen,Table Lamp,South,2024-12-05,3,407,20,1221,74.25
ORD00313,Paul Moss,Beauty,Face Wash,South,2024-01-15,4,914,0,3656,461.47
ORD00314,Amber Lynch,Sports,Yoga Mat,West,2024-07-24,1,201,10,201,25.44
ORD00315,Justin Taylor DDS,Electronics,Smartphone,East,2024-08-18,4,375,0,1500,377.95
ORD00316,Debra Haynes,Home & Kitchen,Cookware,West,2024-06-28,4,774,0,3096,794.89
ORD00317,Alexandra Martinez,Sports,Cricket Bat,East,2024-01-20,5,746,5,3730,454.03
ORD00318,Todd Sutton,Beauty,Perfume,West,2025-03-19,4,306,20,1224,157.66
ORD00319,Karla Howard,Fashion,Shoes,East,2024-06-16,5,604,0,3020,778.11
ORD00320,Helen Mcneil,Fashion,Shoes,South,2024-05-23,5,114,20,570,34.08
ORD00321,Lauren Hobbs,Fashion,Jacket,West,2024-10-10,5,349,5,1745,431.97
ORD00322,James Delacruz,Beauty,Moisturizer,South,2025-01-11,3,296,10,888,217.66
ORD00323,Abigail Williams,Beauty,Perfume,South,2024-09-20,4,587,10,2348,410.06
ORD00324,Jessica Hernandez,Electronics,Smartphone,North,2025-05-10,3,916,0,2748,140.59
ORD00325,Elizabeth Jackson,Beauty,Lipstick,South,2024-12-09,5,303,20,1515,449.92
ORD00326,Andrea Banks,Home & Kitchen,Mixer,South,2024-11-02,5,163,0,815,131.09
ORD00327,Jessica Garcia,Beauty,Lipstick,North,2024-02-26,5,278,15,1390,345.74
ORD00328,Melissa Jones PhD,Fashion,Jacket,South,2024-03-15,3,936,10,2808,367.38
ORD00329,Stacey Rivera,Beauty,Moisturizer,West,2025-05-07,1,659,5,659,187.21
ORD00330,Jeffrey Cline,Home & Kitchen,Chair,South,2024-04-20,1,476,0,476,106.42
ORD00331,Chase Hodges,Electronics,Laptop,North,2025-03-03,1,531,5,531,137.78
ORD00332,Samantha Lewis,Beauty,Moisturizer,South,2025-02-02,1,570,15,570,154.07
ORD00333,Shelby Nichols,Electronics,Smartwatch,South,2024-06-29,3,245,0,735,206.48
ORD00334,Suzanne Ford,Fashion,T-Shirt,South,2025-05-15,5,718,5,3590,694.16
ORD00335,Kaitlyn Grant,Home & Kitchen,Cookware,East,2025-04-07,2,831,10,1662,320.52
ORD00336,Stacy Brown,Beauty,Moisturizer,East,2024-11-28,3,577,15,1731,359.09
ORD00337,Christopher Howell,Home & Kitchen,Chair,South,2024-11-16,2,323,15,646,59.5
ORD00338,Kristen Greer,Fashion,Jeans,North,2024-01-12,5,230,15,1150,229.6
ORD00339,Donald Meyers,Electronics,Smartwatch,East,2024-06-10,3,810,0,2430,422.48
ORD00340,Laura Woods,Fashion,T-Shirt,East,2024-05-08,3,371,15,1113,272.68
ORD00341,Christopher Lee,Home & Kitchen,Mixer,West,2024-05-24,1,148,5,148,20.95
ORD00342,Steven Schultz,Home & Kitchen,Mixer,West,2025-04-21,4,614,15,2456,140.89
ORD00343,Dustin Dean MD,Fashion,T-Shirt,South,2024-02-28,2,869,20,1738,521.08
ORD00344,Karen Campbell,Beauty,Lipstick,South,2024-07-19,2,35,20,70,8.54
ORD00345,Kimberly Wright,Sports,Yoga Mat,South,2024-04-13,2,803,10,1606,174.7
ORD00346,Kristin Weiss,Electronics,Headphones,West,2024-08-28,4,341,15,1364,364.77
ORD00347,Katelyn Cook,Sports,Yoga Mat,East,2025-02-24,1,783,0,783,205.86
ORD00348,Michael Kelley,Fashion,Jeans,West,2024-02-17,5,444,20,2220,370.18
ORD00349,Stephanie Campbell,Home & Kitchen,Chair,East,2024-06-20,2,460,0,920,83.36
ORD00350,Kristin Travis,Fashion,Jacket,West,2025-01-04,3,619,5,1857,489.66
ORD00351,Richard Williams,Sports,Cricket Bat,East,2024-05-08,3,295,15,885,210.68
ORD00352,Robert Edwards,Beauty,Face Wash,West,2025-01-01,3,323,5,969,262.72
ORD00353,Angela Jenkins,Fashion,Jacket,East,2024-06-25,5,246,0,1230,353.6
ORD00354,Fernando Jones,Fashion,Shoes,East,2024-06-28,4,491,20,1964,212.74
ORD00355,James Williamson,Fashion,Jacket,West,2025-04-30,5,26,0,130,34.18
ORD00356,Kelly Hernandez,Sports,Yoga Mat,West,2024-08-14,3,427,20,1281,337.03
ORD00357,Matthew Williams,Fashion,T-Shirt,East,2024-02-11,3,479,15,1437,188.65
ORD00358,Jennifer Robinson,Home & Kitchen,Mixer,North,2024-02-17,3,724,0,2172,593.62
ORD00359,Heather Cardenas,Beauty,Lipstick,South,2024-08-27,1,930,0,930,70.84
ORD00360,Krystal Medina,Fashion,Jacket,South,2025-05-13,5,933,0,4665,1317.69
ORD00361,Dr. Mary Diaz MD,Fashion,Jacket,South,2024-11-30,5,579,0,2895,258.77
ORD00362,Ian Tucker,Electronics,Headphones,North,2024-07-14,5,291,10,1455,424.51
ORD00363,Andrew Walker,Beauty,Face Wash,East,2024-08-16,1,937,20,937,259.58
ORD00364,Bruce Hopkins,Sports,Dumbbells,South,2025-02-26,1,36,10,36,7.2
ORD00365,Bryan Phillips,Beauty,Face Wash,West,2024-03-26,4,229,20,916,65.41
ORD00366,Stephanie Anderson,Sports,Yoga Mat,South,2024-10-04,2,78,15,156,12.51
ORD00367,Aaron Taylor,Beauty,Face Wash,North,2024-05-04,5,972,5,4860,613.63
ORD00368,Christina Watson,Electronics,Smartphone,South,2024-10-13,1,468,5,468,79.68
ORD00369,Tiffany Martin,Sports,Cricket Bat,South,2024-07-24,5,696,10,3480,586.34
ORD00370,Mark Robinson,Home & Kitchen,Table Lamp,North,2024-09-14,1,833,5,833,55.88
ORD00371,Dale Marshall,Electronics,Headphones,East,2024-02-17,4,31,10,124,31.86
ORD00372,Anthony Campbell,Beauty,Moisturizer,South,2024-12-23,3,509,15,1527,263.35
ORD00373,Thomas Allen,Home & Kitchen,Chair,East,2024-02-19,4,286,15,1144,71.61
ORD00374,Teresa Hahn,Home & Kitchen,Mixer,East,2024-10-20,3,810,20,2430,628.5
ORD00375,Brittney Lee,Fashion,Jeans,North,2024-07-26,3,385,10,1155,268.9
ORD00376,Linda Ray,Beauty,Perfume,South,2025-01-01,2,648,20,1296,74.17
ORD00377,Elizabeth Wu,Fashion,Jacket,East,2024-05-12,5,468,15,2340,201.29
ORD00378,Gerald Solis,Beauty,Face Wash,West,2025-02-11,4,934,20,3736,630.19
ORD00379,Elizabeth Smith,Fashion,T-Shirt,North,2025-04-17,3,265,0,795,93.09
ORD00380,Leslie Fischer,Home & Kitchen,Cookware,North,2024-06-30,2,492,15,984,195.01
ORD00381,John Scott,Electronics,Headphones,West,2024-02-23,2,187,10,374,71.66
ORD00382,Sarah Lewis,Fashion,Shoes,East,2024-12-13,1,687,10,687,159.0
ORD00383,Michael Gentry,Fashion,Jeans,West,2025-02-17,4,928,10,3712,632.18
ORD00384,Lydia Grant,Home & Kitchen,Mixer,South,2024-11-16,1,280,0,280,62.29
ORD00385,James Sharp,Sports,Dumbbells,West,2024-09-10,4,121,5,484,125.94
ORD00386,Marilyn Rios,Sports,Football,North,2025-02-12,4,759,5,3036,254.46
ORD00387,Matthew Schneider,Fashion,Jeans,West,2024-07-07,5,936,10,4680,892.03
ORD00388,Christopher Ortiz,Fashion,Shoes,East,2025-05-05,5,819,10,4095,854.59
ORD00389,Scott Norman,Sports,Yoga Mat,West,2025-03-04,4,944,0,3776,443.24
ORD00390,Kyle Rodriguez,Sports,Yoga Mat,East,2024-05-17,4,396,20,1584,255.5
ORD00391,Joseph Glenn,Fashion,Jacket,North,2024-07-18,5,424,20,2120,296.24
ORD00392,Jessica Jones,Fashion,T-Shirt,North,2024-07-27,4,883,5,3532,1015.15
ORD00393,Heidi Anderson,Beauty,Face Wash,South,2024-03-01,5,922,15,4610,879.0
ORD00394,Teresa Hogan,Sports,Yoga Mat,North,2024-05-16,1,789,5,789,111.2
ORD00395,Carol Montes,Electronics,Laptop,West,2025-01-26,1,161,5,161,44.26
ORD00396,Jordan Crawford,Sports,Dumbbells,West,2024-05-23,3,534,20,1602,96.6
ORD00397,Tonya Barnett,Beauty,Perfume,East,2024-01-14,2,192,20,384,73.5
ORD00398,Thomas Gardner,Fashion,T-Shirt,West,2024-10-22,4,445,15,1780,239.73
ORD00399,Patrick Fox,Electronics,Smartwatch,North,2025-01-08,2,209,5,418,48.92
ORD00400,Joseph Shelton,Beauty,Lipstick,South,2024-12-01,1,614,15,614,145.79
ORD00401,Nicholas Jacobs,Beauty,Perfume,North,2025-03-01,2,465,15,930,255.88
ORD00402,Erica Burns,Home & Kitchen,Chair,North,2024-08-20,4,359,20,1436,89.59
ORD00403,Gloria Harris,Home & Kitchen,Mixer,South,2025-03-30,4,655,5,2620,170.42
ORD00404,Cynthia Smith,Fashion,Shoes,North,2025-03-19,5,810,5,4050,331.87
ORD00405,Christopher King,Beauty,Perfume,East,2024-09-04,4,171,20,684,66.68
ORD00406,Robert Collins,Beauty,Perfume,South,2024-06-20,5,283,20,1415,309.3
ORD00407,William Acosta,Fashion,T-Shirt,North,2025-03-16,4,536,10,2144,417.68
ORD00408,Pamela Watts,Electronics,Smartphone,East,2025-04-04,5,445,20,2225,306.65
ORD00409,Danielle Brown,Sports,Yoga Mat,West,2024-04-02,1,927,0,927,94.4
ORD00410,Donald Heath,Sports,Dumbbells,East,2024-03-18,2,405,5,810,208.51
ORD00411,Timothy Cruz,Fashion,Jeans,West,2024-01-24,1,351,0,351,29.3
ORD00412,Tamara Massey,Beauty,Moisturizer,East,2024-02-29,1,102,0,102,17.75
ORD00413,Robert Ellison,Fashion,Jeans,East,2024-08-31,3,640,0,1920,448.14
ORD00414,Danielle Gordon,Beauty,Moisturizer,East,2025-05-09,5,216,20,1080,78.92
ORD00415,Billy Alvarez,Beauty,Perfume,West,2024-06-28,5,688,0,3440,583.41
ORD00416,Lori Mills,Beauty,Moisturizer,South,2024-09-22,3,26,20,78,22.73
ORD00417,Lisa Garcia,Sports,Dumbbells,South,2024-01-31,1,780,20,780,146.3
ORD00418,Steven Collins,Sports,Dumbbells,West,2024-10-23,4,144,5,576,136.48
ORD00419,Mark Bell,Electronics,Smartwatch,East,2024-11-21,1,932,15,932,262.43
ORD00420,John Alexander,Fashion,Jacket,North,2024-05-20,5,993,15,4965,782.67
ORD00421,Kelly Gay,Beauty,Face Wash,East,2024-03-02,3,245,5,735,84.96
ORD00422,Victor Davila,Beauty,Face Wash,North,2024-06-04,1,481,0,481,57.68
ORD00423,Leah Patrick,Beauty,Moisturizer,North,2025-01-31,2,240,20,480,139.32
ORD00424,Ricardo Rowland,Home & Kitchen,Cookware,West,2024-09-18,2,31,5,62,10.13
ORD00425,Jennifer Howell,Electronics,Headphones,East,2025-02-03,3,428,20,1284,376.48
ORD00426,Thomas Richards,Electronics,Headphones,West,2024-07-31,5,226,20,1130,217.15
ORD00427,Julie Wagner,Beauty,Perfume,West,2025-04-21,2,156,5,312,35.79
ORD00428,Alejandro Wolf,Home & Kitchen,Cookware,South,2024-02-29,5,436,10,2180,146.98
ORD00429,Crystal Chandler,Fashion,Jeans,East,2024-06-01,1,328,10,328,78.84
ORD00430,Andrea Ortiz,Beauty,Face Wash,South,2024-02-05,1,904,0,904,158.37
ORD00431,Jody Kane,Home & Kitchen,Mixer,South,2025-02-18,3,950,20,2850,332.65
ORD00432,Joshua Martinez,Electronics,Smartphone,North,2024-11-17,5,383,20,1915,484.87
ORD00433,Greg Thomas,Fashion,T-Shirt,North,2024-10-09,5,340,15,1700,429.82
ORD00434,Neil Becker,Sports,Yoga Mat,South,2024-11-20,5,790,20,3950,1075.5
ORD00435,Jason Patton,Fashion,Jacket,West,2024-12-26,1,905,5,905,219.8
ORD00436,Stacy Miller,Home & Kitchen,Cookware,East,2024-06-11,4,352,10,1408,118.53
ORD00437,Eric Arroyo,Home & Kitchen,Mixer,West,2025-02-01,1,354,15,354,19.66
ORD00438,Maria Dougherty,Fashion,Jacket,West,2024-07-22,3,693,5,2079,536.77
ORD00439,Michael Watson,Sports,Cricket Bat,East,2024-11-06,4,895,10,3580,192.43
ORD00440,Zachary Anderson,Beauty,Perfume,East,2024-02-05,2,417,20,834,70.86
ORD00441,Tammy Spence,Beauty,Moisturizer,East,2024-10-21,2,674,5,1348,216.76
ORD00442,Brian Bowen,Home & Kitchen,Table Lamp,East,2025-04-17,3,955,5,2865,848.84
ORD00443,Charles Green,Electronics,Smartwatch,East,2024-03-05,4,909,0,3636,768.47
ORD00444,Jessica Camacho,Fashion,Jeans,West,2024-02-29,5,838,20,4190,452.82
ORD00445,Eddie Hall,Electronics,Smartwatch,East,2025-05-08,1,170,20,170,12.74
ORD00446,Jennifer Cox,Sports,Dumbbells,East,2025-04-19,3,824,5,2472,646.34
ORD00447,Robert Johnson,Electronics,Smartphone,North,2024-10-12,2,313,0,626,138.11
ORD00448,Richard Santos,Electronics,Headphones,North,2025-03-11,3,597,0,1791,422.7
ORD00449,Eric Bailey,Beauty,Moisturizer,West,2024-01-04,2,131,10,262,68.32
ORD00450,Valerie Hahn,Electronics,Smartphone,East,2024-07-17,1,250,5,250,47.54
ORD00451,Cheyenne House,Sports,Yoga Mat,South,2025-04-23,3,635,0,1905,373.39
ORD00452,Michele Cook,Beauty,Perfume,West,2024-03-05,1,479,15,479,57.03
ORD00453,Victoria Johnson,Electronics,Smartwatch,South,2024-12-08,3,926,0,2778,542.2
ORD00454,Blake Sims,Electronics,Laptop,East,2024-01-14,3,434,15,1302,231.58
ORD00455,Ashley Kelly,Sports,Football,South,2024-01-07,2,704,15,1408,162.53
ORD00456,Mary Myers,Home & Kitchen,Mixer,South,2024-05-21,2,151,20,302,24.54
ORD00457,Elizabeth Aguilar,Electronics,Smartphone,South,2025-02-01,3,361,0,1083,308.38
ORD00458,Jim Wheeler,Fashion,Jacket,North,2024-12-14,5,91,20,455,99.97
ORD00459,Anthony Higgins,Beauty,Perfume,South,2024-04-14,4,738,5,2952,800.64
ORD00460,Jeffrey Rowe,Fashion,Shoes,South,2024-09-05,5,997,20,4985,521.74
ORD00461,Mckenzie Kramer,Sports,Cricket Bat,West,2025-04-28,4,404,10,1616,463.72
ORD00462,Teresa Tran,Electronics,Headphones,West,2025-01-14,3,288,15,864,237.92
ORD00463,Martin Palmer,Electronics,Smartwatch,North,2024-05-12,3,475,15,1425,364.26
ORD00464,Jacqueline Black,Beauty,Moisturizer,South,2024-06-30,4,357,15,1428,248.13
ORD00465,Judy Tyler,Beauty,Moisturizer,East,2024-11-10,3,432,20,1296,226.62
ORD00466,Megan Martin,Electronics,Smartwatch,East,2024-05-20,5,566,20,2830,621.41
ORD00467,Walter Adams,Fashion,T-Shirt,South,2024-05-13,2,590,5,1180,259.66
ORD00468,Jacqueline Garcia,Home & Kitchen,Cookware,East,2024-09-19,5,216,20,1080,134.39
ORD00469,James Ford,Beauty,Moisturizer,West,2025-04-08,5,222,20,1110,218.77
ORD00470,Jordan Lopez,Sports,Dumbbells,East,2025-03-17,5,168,15,840,240.75
ORD00471,Audrey Sloan,Electronics,Smartwatch,East,2024-04-17,1,667,10,667,117.84
ORD00472,Angela Wiggins,Beauty,Moisturizer,West,2024-09-29,1,297,10,297,38.62
ORD00473,Susan Nguyen,Beauty,Moisturizer,West,2024-10-15,4,196,10,784,182.33
ORD00474,Jason Thornton,Home & Kitchen,Table Lamp,North,2025-03-05,5,862,10,4310,928.32
ORD00475,Amanda Brewer PhD,Home & Kitchen,Mixer,South,2024-09-27,5,77,5,385,93.81
ORD00476,Jeffrey Miller,Home & Kitchen,Cookware,North,2024-10-07,2,663,10,1326,310.12
ORD00477,Jose Nguyen,Beauty,Face Wash,East,2024-11-28,5,536,10,2680,501.95
ORD00478,Mark Russell,Sports,Football,North,2024-05-06,3,872,5,2616,211.43
ORD00479,Brenda Salas,Sports,Cricket Bat,South,2024-12-22,2,822,15,1644,254.52
ORD00480,Michael Morris,Fashion,Jacket,West,2024-01-16,3,776,15,2328,483.0
ORD00481,Cameron Johnson,Sports,Yoga Mat,East,2024-10-28,2,696,5,1392,159.43
ORD00482,Brandon Goodman,Electronics,Smartphone,North,2025-05-05,2,687,10,1374,388.11
ORD00483,Ashley Lindsey,Electronics,Smartwatch,South,2024-04-28,5,652,5,3260,415.34
ORD00484,Connie Soto,Fashion,Jacket,South,2024-07-25,5,233,15,1165,327.6
ORD00485,Cheryl Watson,Beauty,Face Wash,South,2025-02-17,3,309,20,927,153.1
ORD00486,Michelle Brown,Sports,Football,North,2025-03-15,2,103,15,206,26.53
ORD00487,Anita White,Home & Kitchen,Cookware,South,2024-04-01,2,229,15,458,75.95
ORD00488,Barry Reyes,Fashion,Jeans,South,2025-02-25,2,697,0,1394,182.36
ORD00489,Jason Ramos,Home & Kitchen,Mixer,West,2024-06-23,5,937,10,4685,277.82
ORD00490,Kimberly Mendoza,Beauty,Moisturizer,East,2024-12-05,5,244,15,1220,176.11
ORD00491,Beth Ramirez,Sports,Yoga Mat,North,2024-06-28,2,42,20,84,20.2
ORD00492,David Clark,Beauty,Perfume,North,2025-03-26,3,996,0,2988,857.38
ORD00493,Alison Rose,Beauty,Lipstick,North,2025-01-01,2,507,0,1014,245.45
ORD00494,Ann Walton,Home & Kitchen,Chair,West,2024-05-01,5,64,5,320,56.68
ORD00495,Rebecca Medina,Fashion,Shoes,East,2024-09-13,1,72,20,72,16.81
ORD00496,David Gibson,Fashion,Shoes,West,2024-03-19,1,373,0,373,99.0
ORD00497,Brandon Munoz,Electronics,Smartphone,West,2025-03-08,2,824,5,1648,470.66
ORD00498,Amber Kent,Electronics,Smartwatch,East,2024-12-29,2,344,20,688,135.08
ORD00499,Robert Bush,Beauty,Lipstick,South,2024-05-17,4,951,5,3804,889.24
ORD00500,Jake Wells,Electronics,Laptop,North,2024-09-16,4,972,15,3888,447.63
ORD00501,Gregory Brooks,Fashion,Shoes,West,2024-05-21,4,20,0,80,19.96
ORD00502,Steven Ortega,Sports,Football,North,2024-07-11,3,662,10,1986,589.63
ORD00503,Robert Shaffer,Fashion,T-Shirt,East,2024-10-04,3,397,15,1191,243.53
ORD00504,Victoria White,Sports,Yoga Mat,East,2024-05-14,4,550,20,2200,441.13
ORD00505,Regina Oneill,Sports,Cricket Bat,East,2024-08-28,4,344,10,1376,255.53
ORD00506,Margaret Martin,Beauty,Moisturizer,East,2024-01-04,1,374,10,374,52.64
ORD00507,Erica Greene,Home & Kitchen,Cookware,North,2024-05-02,1,535,10,535,118.35
ORD00508,Erica Choi,Home & Kitchen,Chair,North,2024-03-18,1,721,15,721,36.94
ORD00509,Jamie Perez,Electronics,Headphones,North,2025-04-29,2,200,10,400,71.75
ORD00510,Valerie Fernandez,Electronics,Laptop,West,2024-04-15,5,686,5,3430,534.41
ORD00511,Michelle Schneider,Home & Kitchen,Cookware,East,2024-03-13,2,512,15,1024,250.72
ORD00512,Veronica Evans,Beauty,Moisturizer,West,2024-06-05,3,112,5,336,54.65
ORD00513,Daniel Madden,Sports,Football,East,2024-03-22,5,973,10,4865,279.74
ORD00514,Jeffrey Martinez,Sports,Football,South,2025-01-15,5,392,0,1960,119.91
ORD00515,Mrs. Pam Waters,Fashion,Jacket,East,2024-11-21,3,204,15,612,155.77
ORD00516,Jennifer Miller,Beauty,Lipstick,South,2025-03-26,2,128,5,256,71.4
ORD00517,Anthony Smith,Beauty,Lipstick,South,2025-05-09,3,868,0,2604,148.52
ORD00518,Wendy Bailey,Fashion,Jeans,South,2024-02-03,5,795,0,3975,752.29
ORD00519,Peter Riggs,Electronics,Headphones,East,2024-07-05,1,413,15,413,99.58
ORD00520,Megan Fernandez,Sports,Yoga Mat,East,2024-12-04,4,165,10,660,74.41
ORD00521,Marilyn Fuller,Home & Kitchen,Chair,West,2024-11-21,3,783,5,2349,440.63
ORD00522,Christopher Wilson,Fashion,Jacket,South,2024-07-08,3,282,15,846,75.95
ORD00523,Jennifer Smith,Home & Kitchen,Chair,West,2024-07-03,3,821,5,2463,247.06
ORD00524,Lisa Holt,Sports,Yoga Mat,North,2024-08-20,1,534,10,534,136.72
ORD00525,Gregory George,Sports,Dumbbells,East,2024-02-26,2,819,5,1638,430.37
ORD00526,Brian Ochoa,Fashion,T-Shirt,West,2024-12-28,3,276,15,828,169.06
ORD00527,Barbara Dawson,Sports,Football,South,2024-04-01,2,858,5,1716,291.79
ORD00528,Angela Stewart,Fashion,Shoes,South,2024-02-01,5,138,5,690,127.54
ORD00529,Sierra Jackson,Sports,Dumbbells,North,2025-02-13,4,191,20,764,175.76
ORD00530,Jordan Sharp,Fashion,Shoes,West,2024-12-02,1,174,10,174,45.23
ORD00531,Melissa Armstrong,Sports,Cricket Bat,West,2024-09-18,2,871,0,1742,162.75
ORD00532,Melanie Mccarthy,Beauty,Moisturizer,East,2025-05-06,5,183,15,915,209.26
ORD00533,Lisa Collins,Sports,Cricket Bat,West,2025-02-16,1,455,20,455,71.5
ORD00534,Timothy Mitchell,Sports,Football,East,2024-08-01,2,877,5,1754,116.68
ORD00535,Mr. David Wyatt,Sports,Yoga Mat,South,2024-04-08,1,127,0,127,33.09
ORD00536,Erika Reyes,Home & Kitchen,Cookware,South,2024-10-10,5,186,0,930,102.41
ORD00537,Douglas Hughes,Home & Kitchen,Mixer,North,2024-08-24,1,24,5,24,2.01
ORD00538,Charles Stevens,Fashion,Jacket,North,2025-03-18,3,563,15,1689,502.62
ORD00539,Amy Hall,Sports,Dumbbells,South,2024-08-09,2,255,10,510,51.79
ORD00540,Anthony Perez,Home & Kitchen,Cookware,East,2024-04-21,4,295,20,1180,286.65
ORD00541,Hannah Cooke,Beauty,Perfume,North,2024-09-01,4,74,10,296,66.39
ORD00542,Elizabeth Cardenas,Beauty,Moisturizer,North,2024-06-09,4,299,15,1196,152.32
ORD00543,Deborah Jones,Fashion,Jacket,East,2024-08-09,3,654,10,1962,198.52
ORD00544,Travis Watts,Fashion,Jeans,South,2024-11-25,5,814,5,4070,1220.15
ORD00545,Joanne Moran,Beauty,Face Wash,West,2025-03-26,5,651,15,3255,274.05
ORD00546,Alyssa Powers,Fashion,T-Shirt,North,2025-01-05,4,830,10,3320,610.67
ORD00547,Cassandra Manning,Sports,Cricket Bat,West,2025-01-02,5,725,20,3625,313.4
ORD00548,Duane Burns,Fashion,Jeans,South,2024-09-30,1,720,10,720,45.53
ORD00549,Mr. Eric Williams,Beauty,Face Wash,East,2025-02-26,2,481,10,962,266.74
ORD00550,Michael Perez,Home & Kitchen,Mixer,West,2024-06-01,5,844,10,4220,1120.04
ORD00551,Sherry Jefferson,Electronics,Smartphone,South,2025-03-15,1,885,15,885,66.93
ORD00552,Peter Valentine,Home & Kitchen,Mixer,North,2024-07-19,1,139,15,139,40.6
ORD00553,Ryan Donovan,Beauty,Face Wash,West,2024-11-12,2,376,10,752,87.7
ORD00554,Alexis Miller,Beauty,Face Wash,North,2024-03-08,5,224,10,1120,197.13
ORD00555,Jody Nelson,Home & Kitchen,Cookware,South,2024-05-05,2,201,15,402,75.14
ORD00556,Melissa King,Home & Kitchen,Table Lamp,North,2024-07-02,3,988,20,2964,514.31
ORD00557,Kristen Murray,Fashion,Jeans,West,2024-09-21,3,648,10,1944,311.49
ORD00558,Nancy Dominguez,Sports,Cricket Bat,East,2025-01-26,2,479,15,958,70.41
ORD00559,Laurie Grimes,Beauty,Face Wash,North,2025-03-06,2,262,15,524,142.94
ORD00560,Nicole Conner,Beauty,Perfume,East,2025-04-16,5,818,0,4090,343.55
ORD00561,Lauren Ortiz,Sports,Football,West,2025-01-29,3,169,15,507,83.18
ORD00562,Kathryn Chen,Fashion,Shoes,South,2025-01-14,4,754,10,3016,678.55
ORD00563,Christopher Craig,Beauty,Face Wash,North,2024-05-02,1,350,20,350,98.16
ORD00564,Tristan Rowe,Electronics,Headphones,South,2025-02-11,2,879,10,1758,507.0
ORD00565,Denise Hammond,Fashion,Jacket,South,2025-02-12,4,721,20,2884,313.08
ORD00566,Michelle Sims,Fashion,T-Shirt,South,2025-01-27,3,241,20,723,76.04
ORD00567,Sydney Mcgrath,Sports,Football,West,2024-05-23,5,378,0,1890,221.15
ORD00568,Rebecca Cervantes,Beauty,Lipstick,East,2024-11-25,3,67,15,201,47.52
ORD00569,David Rocha,Electronics,Smartwatch,North,2024-07-20,5,290,5,1450,406.34
ORD00570,Natalie Brown,Home & Kitchen,Table Lamp,West,2024-01-29,2,46,0,92,18.28
ORD00571,Amy Jenkins,Fashion,Shoes,West,2025-04-14,3,405,20,1215,190.79
ORD00572,Stephanie Mendoza,Home & Kitchen,Chair,West,2024-08-08,1,299,20,299,15.94
ORD00573,Brent Walker,Beauty,Lipstick,South,2024-05-02,4,215,15,860,244.22
ORD00574,Mikayla Jones,Electronics,Laptop,South,2025-04-17,3,409,20,1227,189.27
ORD00575,James Edwards,Home & Kitchen,Cookware,South,2024-08-10,1,278,5,278,63.18
ORD00576,Andrew Dixon,Home & Kitchen,Chair,South,2024-07-06,5,290,0,1450,287.12
ORD00577,Sara Wheeler,Fashion,Jacket,North,2024-05-19,2,768,10,1536,360.2
ORD00578,Lindsey Matthews,Beauty,Moisturizer,South,2025-04-21,1,82,5,82,4.18
ORD00579,Michael Jones,Beauty,Face Wash,North,2024-04-21,4,706,5,2824,269.75
ORD00580,Kim Taylor,Beauty,Moisturizer,West,2024-06-09,4,121,10,484,102.09
ORD00581,Erin Vasquez,Fashion,Jeans,East,2024-04-16,1,729,0,729,43.39
ORD00582,Taylor Ruiz,Sports,Football,East,2024-12-04,5,686,20,3430,387.17
ORD00583,Eric Gallegos,Electronics,Laptop,North,2024-06-28,5,146,5,730,76.45
ORD00584,Kathleen Valdez,Electronics,Smartphone,South,2025-01-10,3,735,5,2205,211.02
ORD00585,Cody Morton,Beauty,Moisturizer,North,2025-02-09,2,467,20,934,205.94
ORD00586,Amy Ramsey,Beauty,Face Wash,East,2025-02-25,1,411,5,411,41.53
ORD00587,Michelle Dudley,Sports,Football,West,2025-04-12,3,766,10,2298,408.99
